ResultIndex,RaceIndex,PerfectFinish,RaceNumberGroup,DriversInRace,Race_AverageAge,DriverAgeGroup,GridPositionGroup,CircuitRegion,RaceHalfDecade,RaceMonthGroup,RaceTime
7638,2009.5,1,1,Few,28,Average,Middle,Europe,2005-2009,Spring,Middle
7639,2009.5,1,1,Few,28,Average,Front,Europe,2005-2009,Spring,Middle
7640,2009.5,1,1,Few,28,Older,Back,Europe,2005-2009,Spring,Middle
7641,2009.5,1,1,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7642,2009.5,0,1,Few,28,Younger,Back,Europe,2005-2009,Spring,Middle
7643,2009.5,0,1,Few,28,Average,Front,Europe,2005-2009,Spring,Middle
7644,2009.5,0,1,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7645,2009.5,0,1,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7646,2009.5,0,1,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7647,2009.5,0,1,Few,28,Older,Back,Europe,2005-2009,Spring,Middle
7648,2009.5,0,1,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7649,2009.5,0,1,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7650,2009.5,0,1,Few,28,Older,Middle,Europe,2005-2009,Spring,Middle
7651,2009.5,0,1,Few,28,Younger,Back,Europe,2005-2009,Spring,Middle
7652,2009.5,0,1,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7653,2009.5,0,1,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7654,2009.6,1,2,Few,28,Average,Front,Europe,2005-2009,Spring,Middle
7655,2009.6,1,2,Few,28,Older,Front,Europe,2005-2009,Spring,Middle
7656,2009.6,1,2,Few,28,Average,Front,Europe,2005-2009,Spring,Middle
7657,2009.6,1,2,Few,28,Average,Front,Europe,2005-2009,Spring,Middle
7658,2009.6,1,2,Few,28,Older,Middle,Europe,2005-2009,Spring,Middle
7659,2009.6,1,2,Few,28,Younger,Front,Europe,2005-2009,Spring,Middle
7660,2009.6,1,2,Few,28,Average,Middle,Europe,2005-2009,Spring,Middle
7661,2009.6,1,2,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7662,2009.6,1,2,Few,28,Older,Back,Europe,2005-2009,Spring,Middle
7663,2009.6,0,2,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7664,2009.6,0,2,Few,28,Older,Back,Europe,2005-2009,Spring,Middle
7665,2009.6,0,2,Few,28,Younger,Back,Europe,2005-2009,Spring,Middle
7666,2009.6,0,2,Few,28,Older,Back,Europe,2005-2009,Spring,Middle
7667,2009.6,0,2,Few,28,Average,Back,Europe,2005-2009,Spring,Middle
7668,2009.6,0,2,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7669,2009.6,0,2,Few,28,Average,Middle,Europe,2005-2009,Spring,Middle
7670,2009.6,0,2,Few,28,Younger,Back,Europe,2005-2009,Spring,Middle
7671,2009.6,0,2,Few,28,Younger,Front,Europe,2005-2009,Spring,Middle
7672,2009.6,0,2,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7673,2009.6,0,2,Few,28,Younger,Middle,Europe,2005-2009,Spring,Middle
7674,2009.7,1,2,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7675,2009.7,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7676,2009.7,1,2,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7677,2009.7,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7678,2009.7,1,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7679,2009.7,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7680,2009.7,1,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7681,2009.7,1,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7682,2009.7,1,2,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7683,2009.7,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7684,2009.7,1,2,Few,28,Older,Middle,Europe,2005-2009,Summer,Middle
7685,2009.7,1,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7686,2009.7,1,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7687,2009.7,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7688,2009.7,0,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7689,2009.7,0,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7690,2009.7,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7691,2009.7,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7692,2009.7,0,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7693,2009.7,0,2,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7694,2009.8,1,2,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7695,2009.8,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7696,2009.8,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7697,2009.8,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7698,2009.8,1,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7699,2009.8,1,2,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7700,2009.8,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7701,2009.8,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7702,2009.8,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7703,2009.8,1,2,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7704,2009.8,1,2,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7705,2009.8,0,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7706,2009.8,0,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7707,2009.8,0,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7708,2009.8,0,2,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7709,2009.8,0,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7710,2009.8,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7711,2009.8,0,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7712,2009.8,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7713,2009.8,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7714,2009.9,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7715,2009.9,1,2,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7716,2009.9,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7717,2009.9,1,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7718,2009.9,1,2,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7719,2009.9,1,2,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7720,2009.9,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7721,2009.9,1,2,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7722,2009.9,1,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7723,2009.9,1,2,Few,28,Older,Middle,Europe,2005-2009,Summer,Middle
7724,2009.9,1,2,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7725,2009.9,1,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7726,2009.9,1,2,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7727,2009.9,1,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7728,2009.9,1,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7729,2009.9,1,2,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7730,2009.9,1,2,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7731,2009.9,0,2,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7732,2009.9,0,2,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7733,2009.9,0,2,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7734,2009.1,1,2,Few,26_27,Younger,Front,Europe,2005-2009,Summer,Middle
7735,2009.1,1,2,Few,26_27,Average,Middle,Europe,2005-2009,Summer,Middle
7736,2009.1,1,2,Few,26_27,Older,Front,Europe,2005-2009,Summer,Middle
7737,2009.1,1,2,Few,26_27,Younger,Front,Europe,2005-2009,Summer,Middle
7738,2009.1,1,2,Few,26_27,Average,Front,Europe,2005-2009,Summer,Middle
7739,2009.1,1,2,Few,26_27,Average,Back,Europe,2005-2009,Summer,Middle
7740,2009.1,1,2,Few,26_27,Average,Middle,Europe,2005-2009,Summer,Middle
7741,2009.1,1,2,Few,26_27,Older,Middle,Europe,2005-2009,Summer,Middle
7742,2009.1,1,2,Few,26_27,Younger,Middle,Europe,2005-2009,Summer,Middle
7743,2009.1,1,2,Few,26_27,Older,Middle,Europe,2005-2009,Summer,Middle
7744,2009.1,1,2,Few,26_27,Older,Back,Europe,2005-2009,Summer,Middle
7745,2009.1,1,2,Few,26_27,Younger,Back,Europe,2005-2009,Summer,Middle
7746,2009.1,1,2,Few,26_27,Younger,Back,Europe,2005-2009,Summer,Middle
7747,2009.1,0,2,Few,26_27,Older,Back,Europe,2005-2009,Summer,Middle
7748,2009.1,0,2,Few,26_27,Younger,Back,Europe,2005-2009,Summer,Middle
7749,2009.1,0,2,Few,26_27,Younger,Middle,Europe,2005-2009,Summer,Middle
7750,2009.1,0,2,Few,26_27,Younger,Front,Europe,2005-2009,Summer,Middle
7751,2009.1,0,2,Few,26_27,Average,Front,Europe,2005-2009,Summer,Middle
7752,2009.1,0,2,Few,26_27,Average,Back,Europe,2005-2009,Summer,Middle
7753,2009.1,0,2,Few,26_27,Average,Back,Europe,2005-2009,Summer,Middle
7754,2009.11,1,3,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7755,2009.11,1,3,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7756,2009.11,1,3,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7757,2009.11,1,3,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7758,2009.11,1,3,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7759,2009.11,1,3,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7760,2009.11,1,3,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7761,2009.11,1,3,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7762,2009.11,1,3,Few,28,Older,Middle,Europe,2005-2009,Summer,Middle
7763,2009.11,1,3,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7764,2009.11,1,3,Few,28,Older,Middle,Europe,2005-2009,Summer,Middle
7765,2009.11,1,3,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7766,2009.11,1,3,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7767,2009.11,1,3,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7768,2009.11,1,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7769,2009.11,0,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7770,2009.11,0,3,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7771,2009.11,0,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7772,2009.11,0,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7773,2009.11,0,3,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7774,2009.12,1,3,Few,28,Average,Front,Europe,2005-2009,Summer,Middle
7775,2009.12,1,3,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7776,2009.12,1,3,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7777,2009.12,1,3,Few,28,Younger,Front,Europe,2005-2009,Summer,Middle
7778,2009.12,1,3,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7779,2009.12,1,3,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7780,2009.12,1,3,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7781,2009.12,1,3,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7782,2009.12,1,3,Few,28,Older,Middle,Europe,2005-2009,Summer,Middle
7783,2009.12,1,3,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7784,2009.12,1,3,Few,28,Average,Middle,Europe,2005-2009,Summer,Middle
7785,2009.12,1,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7786,2009.12,1,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7787,2009.12,1,3,Few,28,Older,Back,Europe,2005-2009,Summer,Middle
7788,2009.12,0,3,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7789,2009.12,0,3,Few,28,Older,Front,Europe,2005-2009,Summer,Middle
7790,2009.12,0,3,Few,28,Average,Back,Europe,2005-2009,Summer,Middle
7791,2009.12,0,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7792,2009.12,0,3,Few,28,Younger,Middle,Europe,2005-2009,Summer,Middle
7793,2009.12,0,3,Few,28,Younger,Back,Europe,2005-2009,Summer,Middle
7794,2009.13,1,3,Few,26_27,Older,Front,Europe,2005-2009,Autumn_Winter,Middle
7795,2009.13,1,3,Few,26_27,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
7796,2009.13,1,3,Few,26_27,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
7797,2009.13,1,3,Few,26_27,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
7798,2009.13,1,3,Few,26_27,Average,Middle,Europe,2005-2009,Autumn_Winter,Middle
7799,2009.13,1,3,Few,26_27,Average,Front,Europe,2005-2009,Autumn_Winter,Middle
7800,2009.13,1,3,Few,26_27,Older,Back,Europe,2005-2009,Autumn_Winter,Middle
7801,2009.13,1,3,Few,26_27,Younger,Middle,Europe,2005-2009,Autumn_Winter,Middle
7802,2009.13,1,3,Few,26_27,Older,Back,Europe,2005-2009,Autumn_Winter,Middle
7803,2009.13,1,3,Few,26_27,Younger,Back,Europe,2005-2009,Autumn_Winter,Middle
7804,2009.13,1,3,Few,26_27,Average,Back,Europe,2005-2009,Autumn_Winter,Middle
7805,2009.13,0,3,Few,26_27,Younger,Front,Europe,2005-2009,Autumn_Winter,Middle
7806,2009.13,0,3,Few,26_27,Younger,Back,Europe,2005-2009,Autumn_Winter,Middle
7807,2009.13,0,3,Few,26_27,Older,Middle,Europe,2005-2009,Autumn_Winter,Middle
7808,2009.13,0,3,Few,26_27,Younger,Middle,Europe,2005-2009,Autumn_Winter,Middle
7809,2009.13,0,3,Few,26_27,Younger,Back,Europe,2005-2009,Autumn_Winter,Middle
7810,2009.13,0,3,Few,26_27,Average,Middle,Europe,2005-2009,Autumn_Winter,Middle
7811,2009.13,0,3,Few,26_27,Younger,Back,Europe,2005-2009,Autumn_Winter,Middle
7812,2009.13,0,3,Few,26_27,Younger,Back,Europe,2005-2009,Autumn_Winter,Middle
7813,2009.13,0,3,Few,26_27,Older,Middle,Europe,2005-2009,Autumn_Winter,Middle
7814,2009.14,1,3,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Middle
7815,2009.14,1,3,Few,26_27,Average,Front,Asia,2005-2009,Autumn_Winter,Middle
7816,2009.14,1,3,Few,26_27,Average,Front,Asia,2005-2009,Autumn_Winter,Middle
7817,2009.14,1,3,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Middle
7818,2009.14,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Middle
7819,2009.14,1,3,Few,26_27,Older,Middle,Asia,2005-2009,Autumn_Winter,Middle
7820,2009.14,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Middle
7821,2009.14,1,3,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
7822,2009.14,1,3,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
7823,2009.14,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Middle
7824,2009.14,1,3,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Middle
7825,2009.14,1,3,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Middle
7826,2009.14,1,3,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Middle
7827,2009.14,1,3,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
7828,2009.14,0,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
7829,2009.14,0,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
7830,2009.14,0,3,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Middle
7831,2009.14,0,3,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
7832,2009.14,0,3,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Middle
7833,2009.14,0,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
7834,2009.15,1,3,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Early
7835,2009.15,1,3,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Early
7836,2009.15,1,3,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Early
7837,2009.15,1,3,Few,26_27,Average,Front,Asia,2005-2009,Autumn_Winter,Early
7838,2009.15,1,3,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Early
7839,2009.15,1,3,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Early
7840,2009.15,1,3,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Early
7841,2009.15,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
7842,2009.15,1,3,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Early
7843,2009.15,1,3,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Early
7844,2009.15,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
7845,2009.15,1,3,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Early
7846,2009.15,1,3,Few,26_27,Average,Middle,Asia,2005-2009,Autumn_Winter,Early
7847,2009.15,1,3,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Early
7848,2009.15,1,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
7849,2009.15,0,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
7850,2009.15,0,3,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Early
7851,2009.15,0,3,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Early
7852,2009.15,0,3,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Early
7853,2009.15,0,3,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Early
7854,2009.16,1,4,Few,26_27,Older,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7855,2009.16,1,4,Few,26_27,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
7856,2009.16,1,4,Few,26_27,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7857,2009.16,1,4,Few,26_27,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7858,2009.16,1,4,Few,26_27,Average,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7859,2009.16,1,4,Few,26_27,Older,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7860,2009.16,1,4,Few,26_27,Younger,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7861,2009.16,1,4,Few,26_27,Older,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7862,2009.16,1,4,Few,26_27,Average,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7863,2009.16,1,4,Few,26_27,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
7864,2009.16,1,4,Few,26_27,Older,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7865,2009.16,1,4,Few,26_27,Average,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7866,2009.16,0,4,Few,26_27,Younger,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7867,2009.16,0,4,Few,26_27,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
7868,2009.16,0,4,Few,26_27,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
7869,2009.16,0,4,Few,26_27,Younger,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
7870,2009.16,0,4,Few,26_27,Older,Back,Americas_Oceania,2005-2009,Autumn_Winter,Late
7871,2009.16,0,4,Few,26_27,Average,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7872,2009.16,0,4,Few,26_27,Older,Front,Americas_Oceania,2005-2009,Autumn_Winter,Late
7873,2009.16,0,4,Few,26_27,Average,Middle,Americas_Oceania,2005-2009,Autumn_Winter,Late
16067,2009.17,1,4,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Middle
16068,2009.17,1,4,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Middle
16069,2009.17,1,4,Few,26_27,Average,Front,Asia,2005-2009,Autumn_Winter,Middle
16070,2009.17,1,4,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Middle
16071,2009.17,1,4,Few,26_27,Older,Middle,Asia,2005-2009,Autumn_Winter,Middle
16072,2009.17,1,4,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
16073,2009.17,1,4,Few,26_27,Older,Front,Asia,2005-2009,Autumn_Winter,Middle
16074,2009.17,1,4,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
16075,2009.17,1,4,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
16076,2009.17,1,4,Few,26_27,Younger,Middle,Asia,2005-2009,Autumn_Winter,Middle
16077,2009.17,1,4,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
16078,2009.17,1,4,Few,26_27,Older,Middle,Asia,2005-2009,Autumn_Winter,Middle
16079,2009.17,1,4,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
16080,2009.17,1,4,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
16081,2009.17,1,4,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
16082,2009.17,0,4,Few,26_27,Older,Back,Asia,2005-2009,Autumn_Winter,Middle
16083,2009.17,0,4,Few,26_27,Average,Back,Asia,2005-2009,Autumn_Winter,Middle
16084,2009.17,0,4,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
16085,2009.17,0,4,Few,26_27,Younger,Front,Asia,2005-2009,Autumn_Winter,Middle
16086,2009.17,0,4,Few,26_27,Younger,Back,Asia,2005-2009,Autumn_Winter,Middle
20323,2010.1,1,1,Many,28,Average,Front,Asia,2010-2014,Spring,Middle
20324,2010.1,1,1,Many,28,Average,Front,Asia,2010-2014,Spring,Middle
20325,2010.1,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20326,2010.1,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20327,2010.1,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20328,2010.1,1,1,Many,28,Older,Middle,Asia,2010-2014,Spring,Middle
20329,2010.1,1,1,Many,28,Average,Middle,Asia,2010-2014,Spring,Middle
20330,2010.1,1,1,Many,28,Older,Front,Asia,2010-2014,Spring,Middle
20331,2010.1,1,1,Many,28,Average,Middle,Asia,2010-2014,Spring,Middle
20332,2010.1,1,1,Many,28,Older,Middle,Asia,2010-2014,Spring,Middle
20333,2010.1,1,1,Many,28,Younger,Middle,Asia,2010-2014,Spring,Middle
20334,2010.1,1,1,Many,28,Average,Middle,Asia,2010-2014,Spring,Middle
20335,2010.1,1,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20336,2010.1,0,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20337,2010.1,0,1,Many,28,Average,Back,Asia,2010-2014,Spring,Middle
20338,2010.1,0,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20339,2010.1,0,1,Many,28,Older,Back,Asia,2010-2014,Spring,Middle
20340,2010.1,0,1,Many,28,Older,Back,Asia,2010-2014,Spring,Middle
20341,2010.1,0,1,Many,28,Average,Back,Asia,2010-2014,Spring,Middle
20342,2010.1,0,1,Many,28,Average,Back,Asia,2010-2014,Spring,Middle
20343,2010.1,0,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20344,2010.1,0,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20345,2010.1,0,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20346,2010.1,0,1,Many,28,Average,Back,Asia,2010-2014,Spring,Middle
20347,2010.2,1,1,Many,28,Average,Front,Americas_Oceania,2010-2014,Spring,Early
20348,2010.2,1,1,Many,28,Younger,Middle,Americas_Oceania,2010-2014,Spring,Early
20349,2010.2,1,1,Many,28,Average,Front,Americas_Oceania,2010-2014,Spring,Early
20350,2010.2,1,1,Many,28,Average,Front,Americas_Oceania,2010-2014,Spring,Early
20351,2010.2,1,1,Many,28,Younger,Front,Americas_Oceania,2010-2014,Spring,Early
20352,2010.2,1,1,Many,28,Younger,Middle,Americas_Oceania,2010-2014,Spring,Early
20353,2010.2,1,1,Many,28,Average,Back,Americas_Oceania,2010-2014,Spring,Early
20354,2010.2,1,1,Many,28,Older,Middle,Americas_Oceania,2010-2014,Spring,Early
20355,2010.2,1,1,Many,28,Older,Front,Americas_Oceania,2010-2014,Spring,Early
20356,2010.2,1,1,Many,28,Older,Middle,Americas_Oceania,2010-2014,Spring,Early
20357,2010.2,1,1,Many,28,Younger,Back,Americas_Oceania,2010-2014,Spring,Early
20358,2010.2,1,1,Many,28,Older,Back,Americas_Oceania,2010-2014,Spring,Early
20359,2010.2,0,1,Many,28,Average,Back,Americas_Oceania,2010-2014,Spring,Early
20360,2010.2,0,1,Many,28,Average,Back,Americas_Oceania,2010-2014,Spring,Early
20361,2010.2,0,1,Many,28,Average,Back,Americas_Oceania,2010-2014,Spring,Early
20362,2010.2,0,1,Many,28,Younger,Back,Americas_Oceania,2010-2014,Spring,Early
20363,2010.2,0,1,Many,28,Younger,Front,Americas_Oceania,2010-2014,Spring,Early
20364,2010.2,0,1,Many,28,Average,Middle,Americas_Oceania,2010-2014,Spring,Early
20365,2010.2,0,1,Many,28,Younger,Back,Americas_Oceania,2010-2014,Spring,Early
20366,2010.2,0,1,Many,28,Average,Back,Americas_Oceania,2010-2014,Spring,Early
20367,2010.2,0,1,Many,28,Younger,Middle,Americas_Oceania,2010-2014,Spring,Early
20368,2010.2,0,1,Many,28,Younger,Back,Americas_Oceania,2010-2014,Spring,Early
20369,2010.2,0,1,Many,28,Younger,Back,Americas_Oceania,2010-2014,Spring,Early
20370,2010.2,0,1,Many,28,Older,Back,Americas_Oceania,2010-2014,Spring,Early
20371,2010.3,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20372,2010.3,1,1,Many,28,Older,Front,Asia,2010-2014,Spring,Middle
20373,2010.3,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20374,2010.3,1,1,Many,28,Younger,Front,Asia,2010-2014,Spring,Middle
20375,2010.3,1,1,Many,28,Average,Front,Asia,2010-2014,Spring,Middle
20376,2010.3,1,1,Many,28,Younger,Back,Asia,2010-2014,Spring,Middle
20377,2010.3,1,1,Many,28,Average,Back,Asia,2010-2014,Spring,Middle
