ResultIndex,Finished,RaceDecade,RaceYear,RaceMonth,RaceNumber,RaceStartHourGroup,CircuitCountry,CircuitLatitude,CircuitLongitude,ConstructorName,ConstructorNationality,DriverNationality,DriverHomeRace,DriversInRace,DriverAgeAtRace,RaceDrivers_AverageAge,GridPositionGroup,GridPosition_OriginalZero,GridPositionAdjusted
8191,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Brabham,British,British,0,38,30,30.2,Back,0,12
8192,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Minardi,Italian,Italian,0,38,28,30.2,Back,0,13
8193,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Tyrrell,British,French,0,38,25,30.2,Mid,0,10
8194,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Ligier,French,French,0,38,41,30.2,Back,0,23
8195,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Arrows,British,American,0,38,31,30.2,Back,0,25
8196,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Brabham,British,Italian,0,38,26,30.2,Back,0,16
8197,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Team Lotus,British,Japanese,0,38,36,30.2,Back,0,18
8198,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,March,British,Italian,0,38,26,30.2,Back,0,22
8199,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,March,British,Brazilian,0,38,26,30.2,Back,0,14
8200,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Benetton,Italian,Italian,0,38,27,30.2,Mid,0,9
8201,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Larrousse,French,French,0,38,35,30.2,Back,0,15
8202,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Tyrrell,British,British,0,38,32,30.2,Back,0,19
8203,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Ferrari,Italian,Austrian,0,38,29,30.2,Mid,0,4
8204,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Onyx,British,Swedish,0,38,32,30.2,Back,0,24
8205,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Benetton,Italian,Italian,0,38,30,30.2,Mid,0,7
8206,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Williams,British,Belgian,0,38,32,30.2,Mid,0,6
8207,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Dallara,Italian,Italian,0,38,25,30.2,Back,0,20
8208,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Larrousse,French,Italian,0,38,32,30.2,Back,0,26
8209,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Ligier,French,French,0,38,30,30.2,Back,0,11
8210,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Minardi,Italian,Spanish,0,38,30,30.2,Back,1,27
8211,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Onyx,British,Belgian,0,38,26,30.2,Back,1,27
8212,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Rial,German,German,1,38,31,30.2,Back,1,27
8213,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Rial,German,German,1,38,27,30.2,Back,1,27
8214,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,AGS,French,French,0,38,28,30.2,Back,1,27
8215,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Osella,Italian,Italian,0,38,25,30.2,Back,1,27
8216,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,AGS,French,Italian,0,38,27,30.2,Back,1,27
8217,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Osella,Italian,Italian,0,38,37,30.2,Back,1,27
8218,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Coloni,Italian,Brazilian,0,38,30,30.2,Back,1,27
8219,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Coloni,Italian,French,0,38,28,30.2,Back,1,27
8220,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Euro Brun,Italian,Swiss,0,38,24,30.2,Back,1,27
8221,0,1985 - 1994,1989,7,9,Unknown,Germany,49.3278,8.56583,Zakspeed,German,Japanese,0,38,28,30.2,Back,1,27
8222,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Ferrari,Italian,British,0,39,36,30.1,Back,0,12
8223,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,McLaren,British,Brazilian,0,39,29,30.1,Front,0,2
8224,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Williams,British,Belgian,0,39,32,30.1,Mid,0,4
8225,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,McLaren,British,French,0,39,34,30.1,Mid,0,5
8226,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Arrows,British,American,0,39,31,30.1,Back,0,16
8227,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Team Lotus,British,Brazilian,0,39,36,30.1,Back,0,17
8228,1,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Dallara,Italian,Italian,0,39,25,30.1,Front,0,3
8229,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Benetton,Italian,Italian,0,39,27,30.1,Back,0,25
8230,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Tyrrell,British,French,0,39,25,30.1,Back,0,11
8231,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Arrows,British,British,0,39,34,30.1,Mid,0,9
8232,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Brabham,British,Italian,0,39,26,30.1,Mid,0,8
8233,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Brabham,British,British,0,39,30,30.1,Back,0,15
8234,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Tyrrell,British,British,0,39,32,30.1,Back,0,19
8235,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Minardi,Italian,Spanish,0,39,30,30.1,Back,0,23
8236,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Ferrari,Italian,Austrian,0,39,29,30.1,Mid,0,6
8237,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Williams,British,Italian,0,39,35,30.1,Front,0,1
8238,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Onyx,British,Swedish,0,39,32,30.1,Back,0,24
8239,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Benetton,Italian,Italian,0,39,30,30.1,Mid,0,7
8240,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Onyx,British,Belgian,0,39,26,30.1,Back,0,21
8241,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Team Lotus,British,Japanese,0,39,36,30.1,Back,0,20
8242,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,March,British,Brazilian,0,39,26,30.1,Back,0,13
8243,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,March,British,Italian,0,39,26,30.1,Back,0,14
8244,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Larrousse,French,Italian,0,39,32,30.1,Back,0,26
8245,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Osella,Italian,Italian,0,39,37,30.1,Back,0,22
8246,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Minardi,Italian,Italian,0,39,28,30.1,Mid,0,10
8247,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Dallara,Italian,Italian,0,39,30,30.1,Back,0,18
8248,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Ligier,French,French,0,39,41,30.1,Back,1,27
8249,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Ligier,French,French,0,39,30,30.1,Back,1,27
8250,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Rial,German,German,0,39,31,30.1,Back,1,27
8251,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Rial,German,German,0,39,27,30.1,Back,1,27
8252,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Osella,Italian,Italian,0,39,25,30.1,Back,1,27
8253,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Larrousse,French,French,0,39,35,30.1,Back,1,27
8254,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,AGS,French,French,0,39,28,30.1,Back,1,27
8255,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Zakspeed,German,German,0,39,25,30.1,Back,1,27
8256,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,AGS,French,Italian,0,39,27,30.1,Back,1,27
8257,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Coloni,Italian,Brazilian,0,39,30,30.1,Back,1,27
8258,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Euro Brun,Italian,Swiss,0,39,24,30.1,Back,1,27
8259,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Zakspeed,German,Japanese,0,39,28,30.1,Back,1,27
8260,0,1985 - 1994,1989,8,10,Unknown,Hungary,47.5789,19.2486,Coloni,Italian,French,0,39,28,30.1,Back,1,27
8261,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,McLaren,British,Brazilian,0,39,29,30.1,Front,0,1
8262,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,McLaren,British,French,0,39,34,30.1,Front,0,2
8263,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,British,0,39,36,30.1,Mid,0,6
8264,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Williams,British,Belgian,1,39,32,30.1,Mid,0,4
8265,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Benetton,Italian,Italian,0,39,30,30.1,Mid,0,7
8266,1,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Arrows,British,British,0,39,35,30.1,Mid,0,10
8267,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,March,British,Brazilian,0,39,26,30.1,Mid,0,9
8268,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Onyx,British,Swedish,0,39,32,30.1,Back,0,15
8269,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Minardi,Italian,Italian,0,39,28,30.1,Back,0,14
8270,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Benetton,Italian,Italian,0,39,27,30.1,Back,0,13
8271,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Dallara,Italian,Italian,0,39,30,30.1,Back,0,18
8272,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,March,British,Italian,0,39,26,30.1,Back,0,19
8273,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Ligier,French,French,0,39,30,30.1,Back,0,26
8274,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Tyrrell,British,British,0,39,32,30.1,Back,0,21
8275,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Minardi,Italian,Spanish,0,39,30,30.1,Back,0,25
8276,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Larrousse,French,French,0,39,35,30.1,Back,0,11
8277,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Arrows,British,American,0,39,31,30.1,Back,0,24
8278,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Onyx,British,Belgian,1,39,26,30.1,Back,0,23
8279,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Williams,British,Italian,0,39,35,30.1,Mid,0,5
8280,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Larrousse,French,Italian,0,39,32,30.1,Back,0,22
8281,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Dallara,Italian,Italian,0,39,25,30.1,Back,0,12
8282,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Brabham,British,British,0,39,30,30.1,Back,0,20
8283,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Ferrari,Italian,Austrian,0,39,30,30.1,Front,0,3
8284,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Brabham,British,Italian,0,39,26,30.1,Mid,0,8
8285,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Ligier,French,French,0,39,41,30.1,Back,0,17
8286,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Tyrrell,British,British,0,39,25,30.1,Back,0,16
8287,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Team Lotus,British,Japanese,0,39,36,30.1,Back,1,27
8288,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Team Lotus,British,Brazilian,0,39,37,30.1,Back,1,27
8289,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Rial,German,German,0,39,31,30.1,Back,1,27
8290,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Rial,German,French,0,39,28,30.1,Back,1,27
8291,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Osella,Italian,Italian,0,39,25,30.1,Back,1,27
8292,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Osella,Italian,Italian,0,39,37,30.1,Back,1,27
8293,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Coloni,Italian,Brazilian,0,39,30,30.1,Back,1,27
8294,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,AGS,French,Italian,0,39,27,30.1,Back,1,27
8295,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Zakspeed,German,German,0,39,25,30.1,Back,1,27
8296,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Zakspeed,German,Japanese,0,39,28,30.1,Back,1,27
8297,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,AGS,French,French,0,39,28,30.1,Back,1,27
8298,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Euro Brun,Italian,Swiss,0,39,24,30.1,Back,1,27
8299,0,1985 - 1994,1989,8,11,Unknown,Belgium,50.4372,5.97139,Coloni,Italian,Italian,0,39,24,30.1,Back,1,27
8300,1,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,McLaren,British,French,0,39,34,30.4,Mid,0,4
8301,1,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,Austrian,0,39,30,30.4,Front,0,2
8302,1,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Williams,British,Belgian,0,39,32,30.4,Mid,0,6
8303,1,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Williams,British,Italian,1,39,35,30.4,Mid,0,5
8304,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Tyrrell,British,French,0,39,25,30.4,Mid,0,10
8305,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Brabham,British,British,0,39,30,30.4,Back,0,12
8306,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Minardi,Italian,Italian,1,39,28,30.4,Back,0,15
8307,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Minardi,Italian,Spanish,0,39,30,30.4,Back,0,26
8308,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Ligier,French,French,0,39,41,30.4,Back,0,23
8309,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Team Lotus,British,Japanese,0,39,36,30.4,Back,0,19
8310,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Dallara,Italian,Italian,1,39,25,30.4,Back,0,20
8311,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Dallara,Italian,Italian,1,39,30,30.4,Back,0,17
8312,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,McLaren,British,Brazilian,0,39,29,30.4,Front,0,1
8313,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Ferrari,Italian,British,0,39,36,30.4,Front,0,3
8314,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Onyx,British,Belgian,0,39,26,30.4,Back,0,22
8315,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Benetton,Italian,Italian,1,39,30,30.4,Mid,0,8
8316,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,March,British,Italian,1,39,26,30.4,Back,0,18
8317,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Ligier,French,French,0,39,31,30.4,Back,0,21
8318,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Team Lotus,British,Brazilian,0,39,37,30.4,Back,0,11
8319,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Tyrrell,British,British,0,39,32,30.4,Back,0,14
8320,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Arrows,British,British,0,39,35,30.4,Back,0,16
8321,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Osella,Italian,Italian,1,39,25,30.4,Back,0,24
8322,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Larrousse,French,Italian,1,39,32,30.4,Back,0,13
8323,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,March,British,Brazilian,0,39,26,30.4,Back,0,25
8324,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Larrousse,French,French,0,39,35,30.4,Mid,0,7
8325,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Benetton,Italian,Italian,1,39,27,30.4,Mid,0,9
8326,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Brabham,British,Italian,1,39,26,30.4,Back,1,27
8327,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Arrows,British,American,0,39,31,30.4,Back,1,27
8328,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Rial,German,German,0,39,31,30.4,Back,1,27
8329,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Rial,German,French,0,39,28,30.4,Back,1,27
8330,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Onyx,British,Swedish,0,39,33,30.4,Back,1,27
8331,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,AGS,French,Italian,1,39,27,30.4,Back,1,27
8332,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Coloni,Italian,Brazilian,0,39,30,30.4,Back,1,27
8333,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Osella,Italian,Italian,1,39,37,30.4,Back,1,27
8334,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Zakspeed,German,German,0,39,25,30.4,Back,1,27
8335,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Zakspeed,German,Japanese,0,39,29,30.4,Back,1,27
8336,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Euro Brun,Italian,Argentine,0,39,35,30.4,Back,1,27
8337,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,AGS,French,French,0,39,28,30.4,Back,1,27
8338,0,1985 - 1994,1989,9,12,Unknown,Italy,45.6156,9.28111,Coloni,Italian,Italian,1,39,24,30.4,Back,1,27
8339,1,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Ferrari,Italian,Austrian,0,39,30,30.4,Front,0,2
8340,1,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,McLaren,British,French,0,39,34,30.4,Mid,0,4
8341,1,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Onyx,British,Swedish,0,39,33,30.4,Back,0,12
8342,1,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Benetton,Italian,Italian,0,39,30,30.4,Back,0,13
8343,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Minardi,Italian,Italian,0,39,28,30.4,Mid,0,5
8344,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Tyrrell,British,British,0,39,32,30.4,Back,0,18
8345,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Team Lotus,British,Japanese,0,39,36,30.4,Back,0,25
8346,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Brabham,British,British,0,39,30,30.4,Mid,0,10
8347,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Larrousse,French,French,0,39,35,30.4,Back,0,17
8348,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,March,British,Brazilian,0,39,26,30.4,Back,0,14
8349,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Larrousse,French,Italian,0,39,32,30.4,Back,0,21
8350,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Minardi,Italian,Spanish,0,39,30,30.4,Mid,0,9
8351,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Ligier,French,French,0,39,41,30.4,Back,0,23
8352,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Brabham,British,Italian,0,39,26,30.4,Back,0,11
8353,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Williams,British,Italian,0,39,35,30.4,Mid,0,6
8354,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Williams,British,Belgian,0,39,32,30.4,Mid,0,8
8355,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,McLaren,British,Brazilian,0,39,29,30.4,Front,0,1
8356,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Ferrari,Italian,British,0,39,36,30.4,Front,0,3
8357,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Arrows,British,British,0,39,35,30.4,Back,0,22
8358,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Team Lotus,British,Brazilian,0,39,37,30.4,Back,0,20
8359,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Dallara,Italian,Italian,0,39,25,30.4,Mid,0,7
8360,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Benetton,Italian,Italian,0,39,27,30.4,Back,0,16
8361,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,March,British,Italian,0,39,26,30.4,Back,0,24
8362,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Arrows,British,American,0,39,31,30.4,Back,0,26
8363,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Dallara,Italian,Italian,0,39,30,30.4,Back,0,19
8364,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Coloni,Italian,Brazilian,0,39,30,30.4,Back,0,15
8365,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Tyrrell,British,British,0,39,25,30.4,Back,1,27
8366,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Ligier,French,French,0,39,31,30.4,Back,1,27
8367,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Rial,German,French,0,39,28,30.4,Back,1,27
8368,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Rial,German,German,0,39,31,30.4,Back,1,27
8369,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,AGS,French,French,0,39,28,30.4,Back,1,27
8370,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Onyx,British,Finnish,0,39,23,30.4,Back,1,27
8371,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Osella,Italian,Italian,0,39,37,30.4,Back,1,27
8372,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Euro Brun,Italian,Argentine,0,39,35,30.4,Back,1,27
8373,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,AGS,French,Italian,0,39,27,30.4,Back,1,27
8374,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Osella,Italian,Italian,0,39,25,30.4,Back,1,27
8375,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Zakspeed,German,Japanese,0,39,29,30.4,Back,1,27
8376,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Zakspeed,German,German,0,39,25,30.4,Back,1,27
8377,0,1985 - 1994,1989,9,13,Unknown,Portugal,38.7506,-9.39417,Coloni,Italian,Italian,0,39,25,30.4,Back,1,27
8378,1,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,McLaren,British,Brazilian,0,38,29,30.1,Front,0,1
8379,1,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Ferrari,Italian,Austrian,0,38,30,30.1,Front,0,2
8380,1,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,McLaren,British,French,0,38,34,30.1,Front,0,3
8381,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Tyrrell,British,French,0,38,25,30.1,Mid,0,9
8382,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Williams,British,Italian,0,38,35,30.1,Mid,0,6
8383,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Larrousse,French,French,0,38,35,30.1,Mid,0,5
8384,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Dallara,Italian,Italian,0,38,30,30.1,Back,0,15
8385,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Team Lotus,British,Brazilian,0,38,37,30.1,Mid,0,7
8386,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Arrows,British,British,0,38,35,30.1,Back,0,16
8387,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Tyrrell,British,British,0,38,32,30.1,Back,0,13
8388,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Arrows,British,American,0,38,31,30.1,Back,0,22
8389,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Benetton,Italian,Italian,0,38,27,30.1,Mid,0,10
8390,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Dallara,Italian,Italian,0,38,25,30.1,Back,0,23
8391,0,1985 - 1994,1989,10,14,Unknown,Spain,36.7083,-6.03417,Brabham,British,British,0,38,30,30.1,Mid,0,8
